model,dataset,dataset_type,iteration,loss,categorical_accuracy,categorical_crossentropy,top_3_accuracy,top_5_accuracy,precision,recall,auc,f1_score,effective_epochs,used_data_size,actual_data_percentage_used,original_data_size,data_type,num_classes,dimensions,emissions_kg,duration,n_parameters,project_id,ready,data_quality_dimension,data_quality_dimension_percentage,experiment_method,datapoint_w,datapoint_h,experiment,model_type
CNN_SMALL,FASHION-MNIST,images,3,0.4051939845085144,0.8614000082015991,0.4051939845085144,0.982699990272522,0.9965999722480774,0.8790213465690613,0.8442999720573425,0.9876375198364258,0.8614000082015991,42,17854,0.2975666666666666,60000,Image,10,1.0,0.0001722281372123,24.304968118667603,20930,5947c9d1-ba10-4e55-b806-3c45c6e890e4,True,completeness,0.3,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_SMALL,FASHION-MNIST,images,3,0.4568773508071899,0.8453999757766724,0.4568773508071899,0.9807999730110168,0.9957000017166138,0.8643132448196411,0.8299999833106995,0.9853657484054564,0.8453999757766724,43,12044,0.2007333333333333,60000,Image,10,1.0,0.0001211283843213,18.39120054244995,20930,f7b37d52-39a5-4166-84c9-a7d5f0fad8e6,True,completeness,0.2,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,3,0.4738230407238006,0.8525999784469604,0.4738230407238006,0.973800003528595,0.9933000206947328,0.8764410018920898,0.8363000154495239,0.9836368560791016,0.8525999784469604,48,44895,0.8979,50000,Image,10,3.0,0.0014946803080061,217.69797205924988,552874,58ccb7ba-774b-4368-93b5-aed4e030dde0,True,completeness,0.9,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,3,0.5301037430763245,0.8303999900817871,0.5301037430763245,0.9693999886512756,0.9922999739646912,0.8575055599212646,0.8105999827384949,0.9817891716957092,0.8304000496864319,44,39983,0.79966,50000,Image,10,3.0,0.0011988432158075,178.3569655418396,552874,ac79ffa4-c4e6-410b-8217-2e9ee2646280,True,completeness,0.8,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,3,0.5869719982147217,0.8170999884605408,0.5869719982147217,0.9653000235557556,0.9911999702453612,0.8410735130310059,0.802299976348877,0.9779298305511476,0.8170999884605408,51,35205,0.7041,50000,Image,10,3.0,0.0012602713390383,182.36738276481628,552874,222b1fb7-5499-4777-8800-64d4baaa66f0,True,completeness,0.7,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,3,0.6068727374076843,0.8183000087738037,0.6068727374076843,0.9607999920845032,0.989300012588501,0.842668354511261,0.8033999800682068,0.9754942059516908,0.8183000087738037,56,29830,0.5966,50000,Image,10,3.0,0.0011805387513051,170.8073275089264,552874,11cbc7d7-87b7-4520-b0d0-d54c566b9e1c,True,completeness,0.6,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,3,0.6064243316650391,0.8173999786376953,0.6064243316650391,0.9598000049591064,0.9890999794006348,0.8416447043418884,0.79830002784729,0.9757688045501708,0.8173999786376953,50,25154,0.50308,50000,Image,10,3.0,0.0008917380954214,128.8964822292328,552874,242fe463-1d3e-4a71-8f3d-5fe9cfd5736e,True,completeness,0.5,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,3,0.7186519503593445,0.7781000137329102,0.7186519503593445,0.949999988079071,0.9851999878883362,0.8102690577507019,0.7559000253677368,0.9694305658340454,0.7780999541282654,49,19956,0.39912,50000,Image,10,3.0,0.0006943672908471,102.6662700176239,552874,ebc5f8be-27b9-4d82-845c-b23b97615f3f,True,completeness,0.4,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,3,0.6819373965263367,0.7752000093460083,0.6819373965263367,0.9506999850273132,0.9861999750137328,0.8165249228477478,0.7391999959945679,0.9719402194023132,0.7752000093460083,94,15080,0.3016,50000,Image,10,3.0,0.0009982773941784,147.08836150169373,552874,dc6b54e8-1a20-4e34-b717-58c6c2a663a2,True,completeness,0.3,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,3,0.9206035137176514,0.7160999774932861,0.9206035137176514,0.9235000014305116,0.9757999777793884,0.7577131390571594,0.6851999759674072,0.9540672302246094,0.7161000370979309,52,9843,0.19686,50000,Image,10,3.0,0.0003795486783095,56.30022311210632,552874,a55bbb8a-2921-45a9-9663-3348b0d61070,True,completeness,0.2,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_SMALL,FASHION-MNIST,images,4,0.3026053011417389,0.8956999778747559,0.3026053011417389,0.9894999861717224,0.9983000159263612,0.9069315195083618,0.8858000040054321,0.9921643733978271,0.8956999778747559,46,53920,0.8986666666666666,60000,Image,10,1.0,0.0004800533403916,71.10129427909851,20930,a0b5bdf8-6d2b-4ce1-96b4-5a35a286e5e4,True,completeness,0.9,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_SMALL,FASHION-MNIST,images,4,0.335059642791748,0.8840000033378601,0.335059642791748,0.9882000088691713,0.998199999332428,0.8989400267601013,0.8734999895095825,0.9912549257278442,0.8840000033378601,45,47991,0.79985,60000,Image,10,1.0,0.0004249566761483,62.62899589538574,20930,d90f3150-a3c0-4e10-88d5-ec63d8b43274,True,completeness,0.8,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_SMALL,FASHION-MNIST,images,4,0.3260594606399536,0.887499988079071,0.3260594606399536,0.9894999861717224,0.9987999796867372,0.9038342833518982,0.8769000172615051,0.9916815757751464,0.887499988079071,41,41799,0.69665,60000,Image,10,1.0,0.0003302549355447,49.89141082763672,20930,b488be4e-d1ed-4896-8ebb-95023bcaa71a,True,completeness,0.7,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_SMALL,FASHION-MNIST,images,4,0.3647608757019043,0.8763999938964844,0.3647608757019043,0.9847000241279602,0.9972000122070312,0.8935175538063049,0.8600999712944031,0.9902415871620178,0.8763999938964844,39,36057,0.60095,60000,Image,10,1.0,0.000277864490957,41.34479784965515,20930,3d304afa-d666-454b-80d2-c54f91141298,True,completeness,0.6,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_SMALL,FASHION-MNIST,images,4,0.3605117797851562,0.8755999803543091,0.3605117797851562,0.987500011920929,0.9987000226974488,0.8910388946533203,0.8611000180244446,0.9904069900512696,0.8756000399589539,40,30199,0.5033166666666666,60000,Image,10,1.0,0.0002508359722227,36.73723387718201,20930,12ae0abe-4af2-4e14-90da-a5cc14d5110b,True,completeness,0.5,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_SMALL,FASHION-MNIST,images,4,0.3774080872535705,0.8730999827384949,0.3774080872535705,0.9846000075340272,0.997099995613098,0.8917708396911621,0.8561000227928162,0.9895697236061096,0.8730999827384949,40,24157,0.4026166666666667,60000,Image,10,1.0,0.0001925100033823,29.58626508712769,20930,f3db2201-1678-4f2b-b73c-ee3c7cdf99db,True,completeness,0.4,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_SMALL,FASHION-MNIST,images,4,0.3968027830123901,0.8644000291824341,0.3968027830123901,0.9835000038146972,0.9973999857902528,0.8836144208908081,0.848800003528595,0.9884262084960938,0.8644000291824341,40,18045,0.30075,60000,Image,10,1.0,0.0001500976149503,23.54199171066284,20930,e65db2c6-3587-4045-ba8f-9ce274d87e2b,True,completeness,0.3,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_SMALL,FASHION-MNIST,images,4,0.4473952651023865,0.8454999923706055,0.4473952651023865,0.9804999828338624,0.9972000122070312,0.8689162135124207,0.8266000151634216,0.9858120679855348,0.8454999923706055,42,11914,0.1985666666666666,60000,Image,10,1.0,0.0001243411172296,17.462662935256958,20930,6020d764-c886-4b56-8c39-d78c7d46f08e,True,completeness,0.2,uniform,28.0,28.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,4,0.488081157207489,0.8539999723434448,0.488081157207489,0.9729999899864196,0.9936000108718872,0.8719884157180786,0.8432999849319458,0.9824203848838806,0.8539999723434448,53,44836,0.89672,50000,Image,10,3.0,0.0016633544859254,240.66763019561768,552874,908f1766-3d89-4770-bba2-9ad9920f72e4,True,completeness,0.9,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,4,0.5388213396072388,0.847000002861023,0.5388213396072388,0.9714999794960022,0.992799997329712,0.8626945614814758,0.836899995803833,0.978118658065796,0.847000002861023,62,40097,0.80194,50000,Image,10,3.0,0.0017457639060871,251.59639382362369,552874,ed86f47e-99f4-4f75-b00a-f3f13e150ace,True,completeness,0.8,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,4,0.5660960078239441,0.8364999890327454,0.5660960078239441,0.9681000113487244,0.9901999831199646,0.8586027026176453,0.8234000205993652,0.9773111939430236,0.836458146572113,54,34879,0.69758,50000,Image,10,3.0,0.0013145766204065,191.60857009887692,552874,cfe7c9f9-4983-4ebe-aa09-462405f14d2d,True,completeness,0.7,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,4,0.587683916091919,0.8281000256538391,0.587683916091919,0.966099977493286,0.9922000169754028,0.8498749136924744,0.8151999711990356,0.9762109518051147,0.8281000256538391,56,29906,0.59812,50000,Image,10,3.0,0.0011884303424131,170.8744673728943,552874,de666aa1-a535-40bc-8f60-094239b31948,True,completeness,0.6,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,4,0.6870256066322327,0.7967000007629395,0.6870256066322327,0.9563999772071838,0.987500011920929,0.8202117681503296,0.7824000120162964,0.9705169796943665,0.7967000007629395,51,24968,0.49936,50000,Image,10,3.0,0.0008880204180688,131.22316598892212,552874,753a1818-9e61-4dd0-b1cf-a5269cf7a99b,True,completeness,0.5,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,4,0.6976176500320435,0.7949000000953674,0.6976176500320435,0.9585000276565552,0.9897000193595886,0.8186109662055969,0.7803000211715698,0.970337450504303,0.7949000597000122,57,20022,0.40044,50000,Image,10,3.0,0.0007822982949041,118.39891386032104,552874,158f1c01-f8a6-47ee-8f08-100c9809844b,True,completeness,0.4,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,4,0.7317732572555542,0.7630000114440918,0.7317732572555542,0.9449999928474426,0.9854999780654908,0.8024219870567322,0.7354999780654907,0.9683890342712402,0.7630000114440918,49,15142,0.30284,50000,Image,10,3.0,0.0005419680502981,78.92483425140381,552874,b18cb108-5ddd-44d0-9725-f41d321b358f,True,completeness,0.3,uniform,32.0,32.0,e11,SIMPLE_CNN
CNN_BIG,CIFAR-10,images,4,0.8393097519874573,0.7386000156402588,0.8393097519874573,0.9340999722480774,0.9800999760627748,0.7788779139518738,0.7080000042915344,0.9598091244697572,0.7386000156402588,54,9938,0.19876,50000,Image,10,3.0,0.0003953565177386,58.6654064655304,552874,318959cf-dda7-4fb2-a9db-2e9ce096ef6f,True,completeness,0.2,uniform,32.0,32.0,e11,SIMPLE_CNN
